date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:44:30	44318/44318	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:44:29%20GMT	http://www.celibat.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quune-fille-ait.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quune-fille-ait.5b7.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quune-fille-ait.html)
16:44:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:44:39%20GMT	http://www.fiancailles.org/index.php/aimer/266-lamour-demande-un-effort	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.fiancailles.org/index.php/aimer/266-lamour-demande-un-effort.5b8.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quune-fille-ait.html)
16:44:50	43679/43679	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:44:49%20GMT	http://www.celibat.org/aimer/lamour-demande-un-effort.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/aimer/lamour-demande-un-effort.5b9.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quune-fille-ait.html)
16:44:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:44:59%20GMT	http://www.fiancailles.org/index.php/aimer/269-pas-trop-tot-pas-trop-vite	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.fiancailles.org/index.php/aimer/269-pas-trop-tot-pas-trop-vite.5ba.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quune-fille-ait.html)
16:45:10	43669/43669	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:45:09%20GMT	http://www.celibat.org/aimer/pas-trop-tot-pas-trop-vite.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/aimer/pas-trop-tot-pas-trop-vite.5bb.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quune-fille-ait.html)
16:45:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:45:19%20GMT	http://www.fiancailles.org/index.php/aimer/267-construire-de-belles-amities-garcons-filles	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.fiancailles.org/index.php/aimer/267-construire-de-belles-amities-garcons-filles.5bc.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quune-fille-ait.html)
16:45:31	43850/43850	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:45:29%20GMT	http://www.celibat.org/aimer/construire-de-belles-amities-garcons-filles.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/aimer/construire-de-belles-amities-garcons-filles.5bd.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quune-fille-ait.html)
16:45:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:45:39%20GMT	http://www.fiancailles.org/index.php/aimer/268-ces-gestes-qui-engagent	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.fiancailles.org/index.php/aimer/268-ces-gestes-qui-engagent.5be.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quune-fille-ait.html)
16:45:52	43759/43759	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:45:50%20GMT	http://www.celibat.org/aimer/ces-gestes-qui-engagent.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/aimer/ces-gestes-qui-engagent.5bf.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quune-fille-ait.html)
16:46:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:46:00%20GMT	http://www.fiancailles.org/index.php/faq/vivre-pleinement-ses-fiancailles/264-quelles-sont-les-qualites-quil-est-important-quun-garcon-ait-	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.fiancailles.org/index.php/faq/vivre-pleinement-ses-fiancailles/264-quelles-sont-les-qualites-quil-est-important-quun-garcon-ait-.5c0.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quune-fille-ait.html)
16:46:11	44346/44346	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:46:10%20GMT	http://www.celibat.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quun-garcon-ait.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quun-garcon-ait.5c1.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quune-fille-ait.html)
16:46:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:46:21%20GMT	http://www.celibat.org/hf6	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/hf6.5c2.delayed	(from http://www.fiancailles.org/vivre-pleinement-ses-fiancailles/quelles-sont-les-qualites-quil-est-important-quun-garcon-ait.html)
